filename,size_bytes,tipo,delimiter,n_lines,n_columns,header,columns_list,sample_source
BRAP4_DFP_dfp_cia_aberta_2025.csv,273,INDEX_DFP,?,-1,0,ERROR,,sampled_from_type
BRAP4_DFP_dfp_cia_aberta_BPA_ind_2025.csv,22953,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BRAP4_DFP_dfp_cia_aberta_BPP_ind_2025.csv,39001,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BRAP4_ITR_itr_cia_aberta_2025.csv,663,INDEX_ITR,?,-1,0,ERROR,,sampled_from_type
BRAP4_ITR_itr_cia_aberta_BPA_ind_2025.csv,68530,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BRAP4_ITR_itr_cia_aberta_BPP_ind_2025.csv,116737,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BRAV3_DFP_dfp_cia_aberta_2025.csv,277,INDEX_DFP,?,-1,0,ERROR,,sampled_from_type
BRAV3_DFP_dfp_cia_aberta_BPA_con_2025.csv,28202,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BRAV3_DFP_dfp_cia_aberta_BPA_ind_2025.csv,26983,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BRAV3_DFP_dfp_cia_aberta_BPP_con_2025.csv,46915,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BRAV3_DFP_dfp_cia_aberta_BPP_ind_2025.csv,46113,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BRAV3_ITR_itr_cia_aberta_2025.csv,675,INDEX_ITR,?,-1,0,ERROR,,sampled_from_type
BRAV3_ITR_itr_cia_aberta_BPA_con_2025.csv,84686,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BRAV3_ITR_itr_cia_aberta_BPA_ind_2025.csv,80441,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BRAV3_ITR_itr_cia_aberta_BPP_con_2025.csv,138002,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BRAV3_ITR_itr_cia_aberta_BPP_ind_2025.csv,132587,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BRFS3_DFP_dfp_cia_aberta_2025.csv,267,INDEX_DFP,?,-1,0,ERROR,,sampled_from_type
BRFS3_DFP_dfp_cia_aberta_BPA_con_2025.csv,29534,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BRFS3_DFP_dfp_cia_aberta_BPA_ind_2025.csv,27643,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BRFS3_DFP_dfp_cia_aberta_BPP_con_2025.csv,52289,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BRFS3_DFP_dfp_cia_aberta_BPP_ind_2025.csv,52241,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BRFS3_ITR_itr_cia_aberta_2025.csv,645,INDEX_ITR,?,-1,0,ERROR,,sampled_from_type
BRFS3_ITR_itr_cia_aberta_BPA_con_2025.csv,102319,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BRFS3_ITR_itr_cia_aberta_BPA_ind_2025.csv,99028,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BRFS3_ITR_itr_cia_aberta_BPP_con_2025.csv,159761,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BRFS3_ITR_itr_cia_aberta_BPP_ind_2025.csv,158449,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BRKM5_DFP_dfp_cia_aberta_2025.csv,271,INDEX_DFP,?,-1,0,ERROR,,sampled_from_type
BRKM5_DFP_dfp_cia_aberta_BPA_con_2025.csv,26313,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BRKM5_DFP_dfp_cia_aberta_BPA_ind_2025.csv,26581,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BRKM5_DFP_dfp_cia_aberta_BPP_con_2025.csv,50758,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BRKM5_DFP_dfp_cia_aberta_BPP_ind_2025.csv,51097,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BRKM5_ITR_itr_cia_aberta_2025.csv,850,INDEX_ITR,?,-1,0,ERROR,,sampled_from_type
BRKM5_ITR_itr_cia_aberta_BPA_con_2025.csv,77918,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BRKM5_ITR_itr_cia_aberta_BPA_ind_2025.csv,79499,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BRKM5_ITR_itr_cia_aberta_BPP_con_2025.csv,156355,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BRKM5_ITR_itr_cia_aberta_BPP_ind_2025.csv,151591,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BRSR6_DFP_dfp_cia_aberta_2025.csv,295,INDEX_DFP,?,-1,0,ERROR,,sampled_from_type
BRSR6_DFP_dfp_cia_aberta_BPA_con_2025.csv,19741,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BRSR6_DFP_dfp_cia_aberta_BPA_ind_2025.csv,19954,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BRSR6_DFP_dfp_cia_aberta_BPP_con_2025.csv,23385,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BRSR6_DFP_dfp_cia_aberta_BPP_ind_2025.csv,22351,BPP_IND,?,-1,0,ERROR,,sampled_from_type
BRSR6_ITR_itr_cia_aberta_2025.csv,738,INDEX_ITR,?,-1,0,ERROR,,sampled_from_type
BRSR6_ITR_itr_cia_aberta_BPA_con_2025.csv,59779,BPA_CON,?,-1,0,ERROR,,sampled_from_type
BRSR6_ITR_itr_cia_aberta_BPA_ind_2025.csv,70395,BPA_IND,?,-1,0,ERROR,,sampled_from_type
BRSR6_ITR_itr_cia_aberta_BPP_con_2025.csv,70853,BPP_CON,?,-1,0,ERROR,,sampled_from_type
BRSR6_ITR_itr_cia_aberta_BPP_ind_2025.csv,85268,BPP_IND,?,-1,0,ERROR,,sampled_from_type
CCRO3_DFP_dfp_cia_aberta_2025.csv,299,INDEX_DFP,?,-1,0,ERROR,,sampled_from_type
CCRO3_DFP_dfp_cia_aberta_BPA_con_2025.csv,34358,BPA_CON,?,-1,0,ERROR,,sampled_from_type
CCRO3_DFP_dfp_cia_aberta_BPA_ind_2025.csv,30860,BPA_IND,?,-1,0,ERROR,,sampled_from_type
CCRO3_DFP_dfp_cia_aberta_BPP_con_2025.csv,60495,BPP_CON,?,-1,0,ERROR,,sampled_from_type
CCRO3_DFP_dfp_cia_aberta_BPP_ind_2025.csv,50688,BPP_IND,?,-1,0,ERROR,,sampled_from_type
CCRO3_ITR_itr_cia_aberta_2025.csv,741,INDEX_ITR,?,-1,0,ERROR,,sampled_from_type
